verse	content
001	Samtang nagapanaw si Jesus, may nakita tana nga sangka tawo nga bulag halin pa kang anang pagkatawo.
002	Ginpamangkot tana kang anang mga disipulo, Maestro, andut haw nga natawo tana nga bulag?
002	Sin-o bala ang nakasala, tana ukon ang anang mga ginikanan?
003	Nagsabat si Jesus, Natawo nga bulag ang tawo nga dya, indi tungud sa anang sala ukon sa sala kang anang mga ginikanan kundi agud to nga paagi kana mapakita ang gahum kang Dios.
004	Samtang adlaw pa kinahanglan gid nga himoon natun ang ginapahimo kang nagpadara kanakun rugya.
004	Hay magaabot ang gabii nga wara run gid ti may makaobra.
005	Samtang rugya ako sa kalibutan ako ang nagatugro kang kasanag sa mga katawhan sa kalibutan.
006	Pagkatapos na hambal kadya, nagdupra tana sa lupa, kag naghimo kang lao kag ginhampul dya sa mata kang bulag.
007	Dayon, nagkuon tana sa bulag, Agto ikaw sa tubig nga pararigosan sa Siloam kag magpanghilam-os.
007	Ang buut hambalun kang pulong nga Siloam Ginpadara.
007	Amo to kag nag-agto ang bulag sa Siloam kag nagpanghilam-os, kag kang pagbalik na makakita tana run.
008	Ang anang mga kaingud kag mga tawo nga nakakita kauna kana nga nagapakilimos nagkuon, Amo bay dya ang tawo nga nagasagi pungko kag nagapakilimos?
009	Ang iba tana nagkuon nga tana gid man.
009	Pero ang iba tana nagkuon, Bukun ti tana ria.
009	Anggid lang tana sa tawo nga to.
010	Pero ang tawo tana mismo nagkuon, Ako gid tana to.
011	Ginpamangkot nanda tana, Ti, paano bay nga makakita run ikaw?
012	Nagsabat tana, Ang tawo bala nga ginatawag nanda nga si Jesus naghimo kang lao kag ginhampul na dya sa akun mata.
012	Pagkatapos ginkun-an na ako nga maagto sa Siloam kag magpanghilam-os.
012	Gani nga nag-agto man ako kag magpanghilam-os, kag dayon makakita run ako!
013	Ginpamangkot pa gid nanda tana, Sa diin run bay tana?
014	Nagsabat ang tawo, Ambay, wara ako kamaan.
015	Pagkatapos kato, gindara kang mga tawo sa mga Fariseo ang tawo nga kato anay bulag.
016	Adlaw gali nga Inugpahuway katong si Jesus maghimo kang lao kag ayadun ang tawo nga bulag.
017	Amo to kag ginpamangkot man kang mga Fariseo ang tawo kon paano nga makakita run tana.
017	Nagsabat tana kananda, Ginhampulan na kang lao ang akun mata dayon nagpanghilam-os ako, kag makakita run ako.
018	Ang iba sa mga Fariseo nagkuon, Ang tawo nga dya bukun ti pinadara kang Dios, tungud hay wara tana nagatuman kang kasugoan nahanungud sa Adlaw nga Inugpahuway.
018	Pero ang iba tana nagkuon, Imposible man tana nga ang sangka tawo nga makasasala makahimo kang milagro pareho kadya.
018	Amo to kag wara sanda magsirinanto.
019	Ginpamangkot liwan nanda ang tawo nga kato anay bulag, Ikaw tana, ano bay makuon nimo nahanungud sa tawo nga to hay ikaw tana ang anang gin-ayad sa pagkabulag.
020	Nagsabat ang tawo, Propeta tana!
021	Pero ang mga pangulo kang mga Judio indi magpati sa gihapon nga tana bulag anay kag tulad makakita run.
021	Gani nga ginpatawag nanda ang anang mga ginikanan,
022	kag ginpamangkot, Bata ninyo dya tana nga hambal ninyo natawo nga bulag?
022	Ti, andut haw nga makakita run tana tulad?
023	Nagsabat ang anang mga ginikanan, Nakamaan kami nga tana bata namun, kag tana natawo nga bulag.
024	Pero kon paano nga makakita run tana kadya, kag kon sin-o ang nag-ayad kana wara tamun kamaan karia.
024	Pamangkota ninyo tana.
024	May buut run man tana karia;
024	makasarang run man tana karia sa paghambal para sa anang kaugalingun.
025	Ginhambal dya kang anang mga ginikanan hay nahadluk sanda sa mga pangulo kang mga Judio.
025	Tungud nga ang mga pangulo kang mga Judio nga dya nagsurogtanay run nga daan nga ang bisan sin-o nga magkilala kay Jesus bilang Cristo pagasikwayun sa sinagoga.
026	Amo gani ria nga nagkuon sanda nga, Pamangkota ninyo tana.
026	May buut run man tana karia.
027	Gintawag ruman nanda ang tawo nga kato anay bulag kag nagkuon sanda kana, Magsugid ikaw kang matuod sa atubangan kang Dios, hay kon kanamun lang tana, nakamaan kami nga ang tawo nga to makasasala.
028	Nagsabat ang tawo, Wara takun kamaan kon makasasala man tana ukon bukun.
028	Ang naman-an ko lang tana, amo nga bulag ako anay, pero tulad makakita run ako.
029	Ginpamangkot ruman nanda tana, Ano haw ang ginhimo na kanimo?
029	Paano na ikaw bay gin-ayad?
030	Nagsabat tana, Ginsugidan ko run kamo;
030	wara man kamo nagapamati mong.
030	Andut haw nga gusto ruman ninyo mabatian?
030	Gusto ninyo man haw nga mangin anang disipulo?
031	Amo to kag gin-insultohan nanda tana, Disipulo ikaw kang tawo nga to!
031	Kami tamun mga disipulo ni Moises.
032	Nakamaan kami nga ang Dios nagpakighambal kay Moises.
032	Pero kon parte tana sa tawo nga to, wara gani tamun kamaan kon sa diin tana maghalin!
033	Nagsabat ang tawo, Abu, katingalahan ba!
033	Gin-ayad na ako sa akun pagkabulag pero makuon kamo nga wara kamo kamaan kon sa diin tana maghalin.
034	Naman-an bay natun nga ang Dios wara nagasabat sa tawo nga makasasala?
034	Pero ginasabat na ang tawo nga nagatahod kana kag nagatuman sa anang kabubut-un.
035	Halin pa kauna wara pa gid kita makabati nga may nag-ayad sa tawo nga halin pa sa anang pagkatawo bulag run nga daan.
036	Kon ang tawo nga to bukun ti pinadara kang Dios, wara gid tana ti may mahimo.
037	Ginsabat tana kang mga pangulo kang mga Judio, Ikaw nga makasasala run nga daan halin pa kang pagkatawo nimo, ikaw pa tulad ang magatudlo kanamun!
037	Pagkatapos kato ginpalayas nanda tana sa balay-tiriponan kang mga Judio.
038	Kar-on, nabatian ni Jesus nga ginpalayas kang mga pangulo kang mga Judio ang tawo nga kato anay bulag.
038	Kang makita na dya, ginkun-an na, Nagatoo bala ikaw sa Anak kang Tawo?
039	Nagpamangkot ang tawo, Sin-o bay tana, Sir?
039	Sogidi ako agud to nga magatoo ako kana.
040	Nagsabat si Jesus, Nakita mo run tana.
040	Ang nagapakigsugidanun kanimo tulad kadya amo tana.
041	Nagkuon ang tawo, Ginoo, nagatoo ako!
041	Dayon nagluhod tana sa atubang ni Jesus sa pagsimba kana.
042	Nagkuon si Jesus kana, Nag-abot ako sa kalibutan para maghusga agud to nga ang mga tawo nga bulag amo sanda ang makakita kag ang mga tawo nga bukun ti bulag amo sanda ang mabulagan.
043	Ang iba nga mga Fariseo nga rapit kana nakabati sa anang ginkuon, kag nagkuon sanda kana, Ano ang gusto mo hambalun, nga hasta kami mga bulag man sa kamatuoran?
044	Nagkuon si Jesus, Kon mga bulag raad kamo kundi nga wara kamo ti sala.
044	Pero tungud hay nagakuon kamo nga bukun kamo ti bulag sa kamatuoran, nagakahulogan lang nga ang inyo sala rugyan sa gihapon kaninyo.
