verse	content
001	No kano nang am nimangay o nimanaktak a si Yowani do kabwan no nihakawan no tao do Yotay a mangnanao.
002	Maniring am, Mamlis kamo na, ta yarana makeykai o na katalamozong ninyo ni Ama ta do to.
003	O mina ciring no panoyonoywan na so ciring ni Ama ta do to a meyngaran so Isayya am si Yowani o peycirngan na sya.
003	Ta maniring am,
004	Amyan so tao a amlololos do kabwan no nihakawan no tao a manci no, Inyo rana am wadwaden nyo o rarahan no Panirsirngen ta.
004	So katazineng na rana no pangonongan na.
005	O ayob na ni Yowani am niparing a bobow no baka.
005	O abtek na am kolit no baka.
005	O kanen na am zozon a kano maganinem a amyan do vahay no tapipi.
006	Nimai pa sira o tao a apo do Yelosaleng a kado peycyeylilyan na do Yotay a kano macisngen so ili do ayo a meyngaran so Yotan a malovot do tangain na.
007	Ipanci da o raraten da.
007	Am ori o nitaktakan na jira ni Yowani do meyngaran so Yotan a ayo.
008	Macita ni Yowani o aro a tao a macyagom do Vadisay a kano macyagom do Satokay a mai a manci ni Yowani a tomaktak jira am pamizngen na sira.
008	Maniring jira am, Inyo a yakmey mavowaw, sino ipanci jinyo o yanyo katayo no oyaoya na ninyo ni Ama ta do to.
009	Ta si mamlis kamo na so icicirawat am ori o ikanoyong nyo rana yana nikomaro do peyraratenan nyo.
010	Ji nyo mancyan o kapakaliklik nyo so peyoyaoyyan na ni Ama ta do to, do nyo kapeyineynapo si Apolahan.
010	To ko na macitangayan jinyo am makamaog si Ama ta do to do vato ito so sivosivovoong na ni Apolahan.
011	Yana mazomtad o zaig do atngeh no kayo.
011	O ji malasi a kayo am miminen na atbahen a kapasleb na sya do apoy.
012	Ko taktakan inyo no ranom do nyo na kapamlis.
012	Am o manownowji pa ka nyaken a yamai am taktakan na inyo no Seyzi a kano apoy.
012	So ikaizaizay na pa ka nyaken.
012	So ji ko macingai jya.
013	Yamyan do lima na so ipaninigi.
013	So cigyan na so kadai a kapangay na so pipya kadai do peyvokavokan, kasleb na so ata na do jyahesep a lila no apoy.
014	No kanang am nimapo si Yeso do Cyadidi a kapeypangay na do Yotan a ayo a mangay ji Yowani a manci nya tomaktak jya.
015	Am naknakmen ni Yowani o kazazat na do nakenakem ni Yeso.
015	Maniring ji Yeso am, Beken a yaken o taktakan mo a.
015	Ikongo mo yai jyaken.
016	Maniring si Yeso jya am, To ta macyozai o akman sya vazay an.
016	Ta o ikakman na sya am ahapen ta o vazay ni Ama ta do to.
016	Makarahan am to na rana amya ni Yowani a taktakan si Yeso.
017	Meypapowpow si Yeso apo do ranom am todacyangi o hanit.
017	So nipakacita na so Seyzi na ni Ama ta do to a akmey hato a meyhekas a someyked do kataotao na.
018	Meyratateng am amyan so ciring a apo do teyngato.
018	Maniring am, Iya rana ya am Anak ko a ko tey kaglaw.
018	So yako sarayan nya.
