verse	content
001	Meysinaoli si Yeso a nimapo do Yotan a ayo am oyatan no Seyzi.
001	So nipalolwan na sya no Seyzi a yangay do kabwan no nihakawan no tao,
002	a kasikapat na ngarnan 40 so araraw do dang a littan ni Satan.
002	So ji na nikomani do araraw.
002	Am ori o nikakcin na.
003	Maniring jya si Satan am, No ka manoyong a Anak no Tao do to am pancyan pala o vato eya a kapeyvaliw na myanpaw.
004	Tovisan ni Yeso am, Maniring do Seysyo am, Beken a kanehen o ikavyay no tao an.
005	Am ori o nitanggahan na ni Yeso ni Satan do makarang a tokon a kapacita na nya jya so peykamahamahatawan na,
006	a kapanci na nya jya so, O yamo macita rana eya aro a peymasaodan no karawan eya am mamimin a monganay jyaken.
006	Am cyaha, ta itoro ko jimo.
007	Am si ilogod mo yaken a iraralay am to ko rana mimina ori a itoro jimo.
008	Tovisan na ni Yeso am, Yamaniring do Seysyo am, Iraralay nyo o Panirsirngen a Tao do to nyo.
008	So ika iya na no iraralay nyo.
008	Ta abo o ikararwa na a iraralay nyo an.
009	So niraran na pa sya yangay do Yelosaleng a kangay na nya do toktok na no rako a panaralayan da kapanci na nya jya so, No ka manoyong a Anak no Tao do to am okso pala do teyrahem ito.
010	Ta maniring do Seysyo am, Manovoy o Tao do to so tinsi a mangay omzat jimo.
011	So tazapyan da jimo no lima da kaji na meyzazan no ai mo do vato.
012	Maniring si Yeso jya am, Maniring do Seysyo am, Ji nyo to ngileylamdama o Panirsirngen a Tao do to nyo an.
013	Tana to na ngakadaya ni Satan o ilita na jya am jyalitai si Yeso.
013	Am ori o nikarwan na pa jya ni Satan.
014	Meysinaoli si Yeso a mangay do Cyadidi am oyatan no Seyzi na ni Ama ta do to.
014	Am ori o nipeylimwang na rana no ngaran na do dang.
015	So nipangnanao na rana so aro a tao do peyneynozyan da.
015	Ori o nisarayan da nya.
016	Makaranes si Yeso do nikarakwan na ili a meyngaran so Nasale am pangozayan na o iwawalam da.
016	Ori o nisdep na do peyneynozyan da do araw na no ipeywalam no tao a kapeytatanek na omvilang do Seysyo.
017	Am ori o nitorwan da nya no tao so vakong ni Isayya a panoyonoywan na so ciring ni Ama ta do to a kavezay na rana sya.
017	So nipakakala na so asa ka ciring.
017	O domket do dang am,
018	Yanimeygegcin jyaken o Seyzi na ni Ama ta do to.
018	Ta yana nipamnekan yaken a mangay meylimwang no Mapasaray a Ciriciring na ni Ama ta do to do makasi a tao.
018	Nitovoy na yaken a meylimwang no kasaway da rana no akmey kaneban a tao a kapakacita da rana no mavota tao a kasaliway da rana no peylamlamsoin da tao.
019	Ipanci ko pa jira o araraw na no karilawan na nira ni Ama ta do to.
020	Kakookoo na rana so vakong a katoro na rana ya do tomalamozong no peyneynozyan da tao a kalisna na rana ni Yeso.
020	So ji da meykazyazyaki no myan do sahad na tomita sya.
021	Am ori o iyan na rana no ciriciring na ni Yeso.
021	Maniring jira am, O nyo nimamizing rana nivatvatkan da do Seysyo am yamina to mangononong rana sicyaraw eya.
022	Abo tao a ji ngyak no tey yapya ciring na.
022	So pancyan da no, Beken a oya asyo o anak ni Yoseyvo an?
023	Maniring si Yeso jira am, Ko katenngan inyo a yamapaing so ciring nyo do kamanrarakehan no kakwa a manci no, No ka manoyong a koysang am avavaw pala o kataotao mo.
023	Ta ko nimamizing do ciriciring nyo jyaken a yamanci no, Peyvazay pala do jya o mina vazay mo do Cyapaynong.
024	Am ko pakoyokoin pa jinyo am yabwata o yasa ka panoyonoywan na so ciring ni Ama ta do to do macikeylyan a yada amizngan so ciriciring.
025	So amizngan nyo sya an.
025	Ta no keyyan na pa ni Idiya panoyonoywan na so ciring ni Ama ta do to am aro do Isedi o vao a mavakes.
025	No kanang rana am kakteb no awan o ikapat na kawan 3 a ji nimacimoy.
025	Am ori o nipeykabcil na.
026	Am ji na novoya ni Ama ta do to si Idiya mangay do kadwan jira ang.
026	Ta asa ka vao do Saleva a ili a macinapnap do Siton o nyangayan na.
027	No keyyan na pa ni Idisa a panoyonoywan na so ciring ni Ama ta do to am aro do Isedi o omlabyab so kolit.
027	Am o meyngaran so Naman a tao do Sidiya am ori o nikeywakwakan so kataotao.
028	Mamizing da no aro a tao do sahad no peyneynozyan am maoya sira so aktokto.
029	Am ori o nyalakan da sya a ji ngeypeypepzaci a yangay do alalasyas a vovwan a padondonen.
029	Ta o ili da rana am amyan do toktok no tokon.
030	Am kanimasabsab na ni Yeso a nikomaro do aro a tao.
031	Makaranes si Yeso do Cyapaynong a macinapnap do Cyadidi am mangnanao do dang so tao do araraw no ipeywalam no tao.
032	Abo ji meyzokab no ipangnanao na ciriciring.
032	Ta o ciring na am tey mowyat.
033	Amyan do peyneynozyan da so asa ka tao amlololos a kovotan no kalamsoyan ni Satan.
033	Maniring am,
034	Mo Yeso, tao do Nasale, ikongo vazay mo jyamen.
034	Mo yamen balinasen an?
034	Ko katenngan imo, ta imo rana am nitovoy na no Tao do to a tey yapya so nakenakem a tao.
035	Am ori o nioyyan na nya ni Yeso.
035	Maniring am, Ji ka meyzezyak.
035	Pakowbot rana do kataotao na.
035	Ori o mina to na pazsii sya no kalamsoyan ni Satan a kazyazikaz na no kovotan a tao ang do tangain da no aro a tao.
035	So nipakowbot na rana no kalamsoyan ni Satan am abwata o nipeyzazan na sya.
036	Abo tao ji meyzokab nya.
036	So nipancyan da no, Asyosyo o ciriciring na ang.
036	A ikongo ori a tao, yana katey rako no oyowyat na yamamozwaw so kalamsoyan ni Satan.
037	Am ori o nipeylimwangan na rana do dang no ngaran ni Yeso.
038	Karwan na ni Yeso o peyneynozyan da am mangay do vahay da no meyngaran so Simong.
038	O mavakes a icyarwa ni Simong am nipadpes na.
038	So nipasyasyan da ji Yeso.
039	Am ori o nyangay na tomita sya.
039	So nipeytatanek na do katangked na kasirisiring na so ingingnen na am ji na rana nipaingwat.
039	So nipeyvangon na rana tomaotao sira.
040	Somipsip o araw do makoyab am yai da no aro a tao o meykeyngeyngen ji Yeso kapaopta na so lima na jira ni Yeso a kapya da rana.
