verse	content
001	Dangan nagtaram an Kagurangnan ki Moises, Magduman ka sa hade.
001	Pinatagas ko an saiyang puso asin an puso kan saiyang mga opisyal tanganing ikapahiling ko sainda ining mga ngangalasan,
002	siring man tanganing ikaosip nindo sa saindong mga aki asin mga makoapo kun paano ginibong ngingisihan an mga Egipcio kan ipahiling ko sainda an mga ngangalasan.
002	Kamo gabos makakamidbid na ako an Kagurangnan .
003	Kaya nagduman si Moises saka si Aaron sa hade asin sinabihan, An Kagurangnan , an Dios kan mga Hebreyo, nagtaram, Sagkod nuarin ka magmamatagas sa atubangan ko?
003	Tugoteng humale an sakong banwaan tanganing makapagsamba sinda sako.
004	Kun padagos kang magsayuma, an saimong banwaan dadarahan ko nin mga doron sa aga.
005	Huli sa kadakulan, matatahoban ninda an daga.
005	Kakakanon ninda an gabos na dai naraot kan yelo, sagkod an nagkataradang mga kahoy.
006	Mapapano nin mga doron an saimong palasyo, an mga harong kan saimong mga opisyal sagkod kan saimong mga nasasakopan.
006	Mas grabe ini ki sa mga naenot na nahiling kan saimong mga ginikanan.
006	Pakasabi kaini, naghale si Moises.
007	Sinabihan an hade kan saiyang mga opisyal, Sagkod nuarin kita riribokon kan tawong ini?
007	Tugote nang humale an mga lalaking Israelita tanganing makapagsamba sinda sa Kagurangnan na saindang Dios.
007	Dai mo pa nahihiling na raot na an Egipto?
008	Kaya pinabalik giraray sa hade si Moises saka si Aaron.
008	Sinabihan sinda kan hade, Pwede na kamong maghale asin magsamba sa Kagurangnan na saindong Dios.
008	Alagad siisay nanggad an mahale?
009	Nagsimbag si Moises, Gabos kami mahalemagpoon sa gurang sagkod sa aki, lalaki man o babae.
009	Kaipuhan na darahon mi man an samong mga karnero, mga kanding saka mga baka, huli ta mapyesta kami para sa Kagurangnan .
010	Nagsabi an hade, Minasumpa ako sa ngaran nin Kagurangnan na dai ko nanggad tutugotan na umiba an mga babae asin mga aki!
010	Maliwanag na nag-iisip kamong magrebelde laban sako.
011	Dai pwede!
011	An mga lalaki sana an makakahale tanganing magsamba sa Kagurangnan kun iyan an gusto nindo.
011	Pakasabi kaini, isinubol sinda paluwas.
012	Dangan nagtaram an Kagurangnan ki Moises, Unata paitaas an saimong kamot tanganing dumagsa an mga doron sa daga nin Egipto, asin uboson an gabos na tinanom na natada kan uran nin yelo.
013	Kaya itinaas ni Moises an saiyang sugkod, dangan pinahoyop nin Kagurangnan an doros hale sa sirangan sa bilog na aldaw asin banggi.
013	Pagkaaga, nadara na kan doros an mga doron.
014	Duminagsa an mga doron sa bilog na daga nin Egipto.
014	Iyo ini an pinakamahibog na doron na dai pa nahiling kaidto o mahihiling ngapit.
015	Nangitom an daga huli sa doron.
015	Inubos kaini an gabos na tinanom asin an gabos na prutas kan mga kahoy na natada kan uran nin yelo.
015	Mayong nawalat maski sarong dahon sa arin man na kahoy o tinanom sa bilog na daga nin Egipto.
016	Ipinaapod tolos kan hade si Moises saka si Aaron asin sinabihan, Nagkasala ako sa Kagurangnan na saindong Dios siring man sa saindo.
017	Patawada ako ngunyan na sana sa pagkakasala kong ini asin ipamibi mo ako sa Kagurangnan na saindong Dios na haleon sako an magabat na padusang ini.
018	Binayaan ni Moises an hade dangan namibi sa Kagurangnan .
019	Pinahoyop nin Kagurangnan an makosog na doros hale sa solnopan asin ipinalid kaini an mga doron pasiring sa Dagat na Pula.
019	Mayong natada maski sarong doron sa bilog na daga nin Egipto.
020	Alagad pinatagas nin Kagurangnan an puso kan hade kaya dai niya tinugotan na humale an mga Israelita.
021	Nagtaram an Kagurangnan ki Moises, Unata paitaas an saimong kamot tanganing magkaigwa nin mahibog na kadikloman na matahob kan daga nin Egipto, sarong kadikloman na mamamatean kan gabos.
022	Kaya itinaas ni Moises an saiyang kamot, asin nagdiklom an Egipto sa laog nin tolong aldaw;
023	dai nagkahirilingan an mga Egipcio asin dai nin siisay man na nakahale sa saiyang namumugtakan.
023	Alagad maliwanag sa lugar kan mga Israelita.
024	Inapod kan hade si Moises asin sinabihan, Lakaw na kamo sa pagsamba sa Kagurangnan ;
024	ipag-iba nindo maski an mga babae sagkod mga aki.
024	Alagad mawawalat digdi an saindong mga karnero, mga kanding, asin mga baka.
025	Nagsimbag si Moises, Dangan ika na an matao samo nin mga hayop na iaatang sa Kagurangnan na samong Dios.
026	Dai pwede iyan!
026	Dadarahon mi an samong mga hayop;
026	mayong mawawalat maski saro.
026	Kami sana an kaipuhan magpili kan mga hayop na iaatang sa Kagurangnan na samong Dios.
026	Sagkod na dai kami nakaabot duman, dai mi maaaraman kun arin na mga hayop an iaatang saiya.
027	Alagad pinatagas na naman nin Kagurangnan an puso kan hade kaya dai ini nagtugot na humale sinda.
028	Humale ka sa atubangan ko, an sabi niya ki Moises.
028	Dai ka na magpahiling sako!
028	Sa oras na mahiling taka, magagadan ka!
029	Kukuyogon ko an sinabi mo!
029	an simbag ni Moises.
029	Dai na nanggad ako mapahiling saimo!
