verse	content
001	Ket ito nalpas to panangbilin ne Jesus kadito sangapulu ket duwa nga adalan na, pimanaw antuni, nga nawe kadiya kabangibang nga il-ili nga nangisursuru se nangaskasaba.
002	Ket to Juan nga Mammautisar nga uwed ka pagbaludan itun, nadamag na diya wangwanglen niya Kristu.
002	Ket nangibon kadiya pasurut na nga nawe nagsaludsud e Jesus.
003	Ket kinunen da ngarud e Jesus, Ikew ya naikari nga umbet, winno uwed pekkem mas sabali nga padaanan mi?
003	kunen da.
004	Ket kinunen ne Jesus igida, Sumoli kayu iya edyan ne Juan, ket ibaga nu igina diya nagicna se nasingen nu idi.
005	Ibaga nu nga makasingen nin diya kulap, makadalanin diya lugpi, napalaingin diya agkukutel, se makagicna ngin diya tuleng.
005	Ket diya natey, napaungar dan.
005	Diya nanumu nga toley, nakaskasabaan dan iya Makaparagsac nga Damag.
006	Ket idi pe ya ibaga nu e Juan: Maragsakan met ya toley nga madi agduwaduwa maipanggep iyaken, kunen nu, kunen ne Jesus.
007	Ket ito pumanpanawin dito pasurut ne Juan, uwed kinunen ne Jesus kadiya toltoley maipanggep e Juan, nga kinunen na, Ito nawe kayu ito edyan ne Juan ka away, nagan kad ya nawe nu siningen?
007	Nawe kayu kad singen kuma ya isa nga tabagan nga kiwkiwaen belluut?
007	Bekken met!
008	Dikad ape ngarud nga nawe kayu siningen?
008	Tasun masingen nu kuma kad ya isa nga toley nga nagkawwes ka napaw-is?
008	Bekken met, ata diya agkawwes ka napaw-is, aged-edyan da met kadiya palasiyu nga baley diya ar-ari.
009	Dikad ape ngarud nga nawe nu siningen antuni?
009	Nawe kayu aya tasun singen nu kuma ya isa nga mammadtu?
009	Ket bo!
009	Tutu met yan.
009	Ket ibagac dakayu nga nangnangruna pekkem ngem iya isa nga kadawyan nga mammadtu to nasingen nu antuni.
010	Ta igina met ya kayat nga kagiyen nito naisurat iya Bibliya nga kunen na,
011	Agten idi
012	Bilinec nad ya ibon ku nga mangipakaemmu
013	nga mawe nga mon-ona ngem ikew,
014	ket isagana na ya dalan mu,
015	kunen na iya Bibliya.
016	Tutu met yani: Awan pekkem naiyanac nga toley nga nadaydayaw ngem e Juan nga Mammautisar.
016	Ngem no maipanggep iya panangituray niya Nailangitan, pudnu met nga nadaydayaw pekkem ngem iyan nga dayaw ne Juan ya kasasaad niya orey kanumuwan nga toley nga makipaglak-am iya panangituray niya Nailangitan.
017	Ket nanipud ito nagparang nito Juan nga Mammautisar agingga ita mettas, sumilselet diya naagawa nga toley, tasun ipilit da ya pannakalak-am kuma niya beggi da iya panangituray niya Nailangitan.
018	Ta diya padpadtu nga naisurat iya Bibliya nga kagkagi dito mammadtu itun se ya Linteg nito Muyses pe, ket agpaay amin diyan agingga ito timpu ne Juan.
019	Ket no gabay nu, patiyen nu ngarud nga e Juan, itu mettas to Elyas nga nipadtu da nga umbet.
020	Ket dakayu nga uwed pannakaawat na, tandaanan nu kuma ngarud yan.
021	Ket nagan ngarud ya kustu nga pangiyarigac kadiya toltoley ita nga timpu?
021	Ket agten da ngarud idi nin: Arig da ngas nga eb-ebbing nga agtutugew iya tindaan, nga pecpekkawan da diya kabulun da, nga kunen da,
022	Nagpalpaldeng kami, ngem madi kayu met nagsallip.
022	Naginsasangngit kami, ngem madi kayu met nagladingit.
023	Agten ngarud iyan diya toltoley ita nga timpu.
023	Ta nagparang nge Juan, nga niparit na iya beggi na ya mangan se uminum kadiya nangina, ket kunkunen met diya toltoley nga, Nasairuwan met yan!
023	kunen da.
024	Ket nagparang ya Anac nga Naipatoley, nga mangmangan se makiin-inum met nga gennung, ket kunkunen da manin, Ahah!
024	Narawet se ageng-englew met yani, ket makigayyem met pe kadiya agsingsingir ka buis se diya managbasul, kunen da met nga sidedellaw.
024	Ngem orey no agten iyan ya kunkunen da, ket emmu tida nga ya pudnu nga kinasirib, maipasingen met gapu kadiya naar-ariman, kunen na.
025	Ket itun, inel-elngan ne Jesusin diya umili kadito il-ili nga nangipasingnan na iya kaaduwan dito nakaskasdaaw nga inariman na.
025	Ta diya toltoley kadiyan nga il-ili, madi da gabay ya agbabawi kadiya basbasul da.
026	Ket kinunen na met, Kackaasi kayu nga iKorasin se dakayu nga iBetsayda!
026	Ta orey adu win diya nakaskasdaaw nga naipasingen dakayu kadiya ili nu, madi kayu latta nga agbabawi kadiya basbasul nu.
026	Ket no dito iTiru se iSidun kuma nga gennung ya nakaipasingnan diyan nga nakaskasdaaw, ket nalaka da lugud nga nipasingen nga agbabawi dan, nga agkawwes da ngarud ka nakatel nga luput se aburan da kuma diya ulu da ka dapagin, gapu iya ladingit da.
027	Ket ibagac dakayu ya kinapudnu na, nga no iya timpu nad niya panangukum, nangnangruna nad nga kaasiyan ne Apu Diyus dito iTiru se iSidun ngem dakayu.
028	Ket dakayu nga iKapernaum, nagan ya ipagarup nu?
028	Maidayaw kayu nad ngata ka langit?
028	Bekken met!
028	Maipasegged kayu lugud met iya pagtuukan diya natey.
028	Ta orey dito iSuduma itun, no igida kuma ya nakaipasingnan dito nakaskasdaaw nga naariman enna ili nu, ket agpaut met pekkem agingga ita to ili da.
029	Ket ibagac dakayu ya kinapudnu na, nga no iya timpu nad niya panangukum, nangnangruna nad nga kaasiyan ne Apu Diyus dito iSuduma ngem dakayu, kunen na.
030	Ket itun, nagkararag nge Jesus nga kinunen na, Agyaman nac ikew, Ama nga Apu niya langit se ya lubung ngi.
030	Agyaman nac ngarud, gapu ta nilimed mu didi nga banbanag kadiya uwed adal da se kadiya mamasirib, ngem nipakaemmum nga gennungin kadiya kadawyan nas nga toley nga maiyarig ka ebbing nga awan pekkem adal na.
031	Agten iyan ngarud ya wagas mu, Ama, ta itu met ya gabay mu, kunen na.
032	Ket kinunen manin ne Jesus, Nitalec niya Amac iyaken diya amin.
032	Ket awan met makaem-emmu iya Anac, no di ngas ya Ama.
032	Se awan met makaem-emmu iya Ama, no di ngas ya Anac se diya gabay ngas niya Anac nga pangipakaemmuwan igina.
033	Ket dakayu nga agrigrigat se madagdagsennan, umbet kayu kuma ngas iyaken, ta iyaken ya mangecde ka pagtalnaan nu.
034	Paituray kayu kuma ngarud iya paglinteggac, nga maiyarig ka sangul nu, ket agpaisuru kayu iyaken.
034	Ta iyaken, natuluc se napakumbaba ngac met.
034	Dikad pe no umbet kayu iyaken, ket mapatalna kayu ngarud.
035	Ta ya arig nga isangul ku, ket nalaka.
035	Ket ya arig nga ipaagtuc, ket nalag-an, kunen ne Jesus.
