verse	content
001	Ket kalpasan diyan, nawe nge Jesus nagpasyar kadiya il-ili antuni iya prubinsiya nga Galilya.
001	Madi na ginabay ya nawe ka prubinsiya nga Hudya, ta dito pangpangulu diya Hudyu nga taga-antuni, pangpanggeppen da nga patayen.
002	Ket itun, dandani yin ya isa nga padaya diya Hudyu nga maawagan ka Padaya diya Bawbawi.
003	Itu nga kinunen dito lalaki nga kakabsat ne Jesus igina, Sepe di ka met pumanaw idi nga mawe ka prubinsiya nga Hudya ngin, tasun masingen dito pasurut mu diya nakaskasdaaw nga ar-arimanem?
004	Ta no gabay niya isa nga toley ya aglatac, madi na ngarud ilimed diya wangwanglen na.
004	Dikad pe gapu ta agar-ariman ka ngarud kadidi, mawe ka ngarud agpasingen kadiya toltoley a, tasun maipakaemmu ngarud ya beggim kadiya amin nga toltoley iya lubung!
004	kunen da.
005	Kinunen met dito kakabsat ne Jesus yan, ta madi da met mamati igina.
006	Ket e Jesus, kinunen na igida, Dakayu, nawaya kayu nga agwangel ka gabay nu, orey nungey.
006	Ngem iyaken nga gennung, madi pekkem nadatngan ya timpuc.
007	Bekken kayu nga magura kadiya toltoley idi nga lubung.
007	Ngem no iyaken, guraen dac met, gapu ta ipacpakaemmuc nga dakec diya wangwangel da.
008	Dakayu ya mawe makipadaya ngin.
008	Madic pekkem makapen iyan nga padaya, ta madi pekkem nadatngan ya kustu nga timpuc, kunen na.
009	Ket iya agten iyan, nabati ngarud pekkem ka Galilya.
010	Ngem ito nawe nakipadaya dito kakabsat nan, simarunu met pe nge Jesus.
010	Ngem madi nagpadpadlaw, no di lugud sililimed.
011	Ket dito pangpangulu diya Hudyu, sinapsapul da nge Jesus enna pagpapadayaan, nga kinunkunen da, Awac kid ya edyan na?
011	kunen da.
012	Ket diya toltoley iyan nga makipadpadaya ngin, adu diya nagiinnasasim ka maipanggep e Jesus.
012	Kinunen diya duduma nga nanacman kanu nge Jesus.
012	Ngem Bekken, kunen met diya duduma, ta allilawen na met diya toltoley, kunen da.
013	Ngem gapu iya ansing diya toltoley kadito Hudyu nga pangpangulu da, madi da nipagicna ya panagkagkagi da maipanggep e Jesus.
014	Ket ito pagtengngaan nito timpu Padaya, nawe nangisuru nge Jesus enna Templu.
015	Nasikuran nga unay dito pangpangulu diya Hudyu ito panursuru na.
