verse	content
001	Ket kinunen ne Jesus kadito adalan na, Siguradu nga uwed ngas mangsulisug ka toley.
001	Ngem kackaasi nad lugud ya pagbanagan niyan nga toley nga pakaigapuwan niya panagbasul diya duduma.
002	Ta ya makaigapu ka panagbasul niya isa nga agten kadidi nga tekkut nga ebbing, nabarbaru lugud met para iyan nga pakaigapuwan niya panagbasul, no pagbanagan na kuma ya mabesinan ya tengnged na ka takiyew, se maitemsit ka baybayin.
003	Itu nga agannad kayu kuma ngarud!
004	Ket no uwed kabsat mu nga nakabasul ikew, mawe ka ngarud balakadan.
004	Ket no agbabawi, pakawanem ngarud.
005	Ket orey no mamenpitu nga agbasul ikew iya unus niya isa nga algew, se mamenpitu met nga umbet na kagiyen ikew, Babawiyec kun, ket masapul met nga pakawanem, kunen na.
006	Ket kinunen dito apustules iya Apu, Pabilgem kuma ngarud ya panamati mi, kunen da.
007	Ket kinunen niya Apu, No uwed eteng ngas nga panamati nu, nga orey maiyarig ngas iya katekkut niya bukel niya kayu nga mustasa, mabalin nu met nga bilinen yani nga dackel nga kayu nga sikumuru nga kunen nu, Bagsutem ya beggim, ket imulam mettas iya baybayin, kunen nu, ket agtungpal met dakayu, kunen na.
008	Ket kinunen manin ne Jesus, Kaspagarigan ta ya isa dakayu, ket uwed tagabu na nga pagar-araduwen na, winno pagay-aywanen na ka karneru.
008	Ket no sumpuc ya tagabu nga gayat iya nagtarabakuwan na, madi ka met kunen igina, Kan, umbet ka ngarud manganin.
009	Bekken ngarud nga agten iyan ya kunem igina, no di ka lugud kunen, Iyutuwan nac ka panggidam ku, se ka aglili, se ka agsirbi iyaken bayat niya pannangan ku.
009	Ket nad no nalpas sac kun, mabalin mu ya sumublat nga manganin, kunem.
010	Agten iyan ngarud, ta madi met masapul nga agyaman ya amu iya tagabu na.
010	Ta ya wangwanglen niya tagabu, ket panagtungpal na ngas met iya nibilin niya amu na igina.
011	Ket agten kayu kuma pe iyan.
011	Ta no natungpal nun amin nga naibilin dakayu, kunen nu kuma pekkem, Bekken kami met nga nadayaw nga agsirsirbi, ta pagrebngan mi ngas met ya winangel mi, kunen nu kuma.
012	Ket ito agpapen pekkem nge Jesus enna Herusalem, nanalan iya nagbaettan niya Samarya se Galilya.
013	Ket ito sumungsungadin iya isa nga baryu antuni, uwed da simabet igina nga sangapulu nga lalaki nga nakutel.
013	Nagsardeng da ito nabay-at da pekkem mas e Jesus,
014	ket nipkaw da e Jesus nga kinunen da, Jesus!
014	Apu!
014	Kaasiyan nakami kay!
014	kunen da.
015	Ket ito nasingen ne Jesus da, kinunen na igida, Mawe kayu ipasingen diya beggi nu kadiya agsirsirbi iya paggigimunganin, kunen na.
016	Ket ito manmanalan da ngarud nga mawe yin, nalaingan met to kutel dan.
