verse	content
001	Nagsiring kan Moises an Ginoo , Sagka han bukid ngadi ha akon, ikaw ngan hira Aaron, Nadab, Abiu, ngan hin 70 han mga pangulo han Israel; ngan yukbo kamo hin pagsingba samtang antaw pa kamo ha akon.
002	Ikaw la an mahirani ha akon, an iba diri maupod ha imo.
002	Diri ngani angay sumagka han bukid an mga tawo.
003	Ginkadto ni Moises an mga tawo ngan ginsumatan niya han ngatanan nga mga sugo han Ginoo ngan han ngatanan nga mga turumanon.
003	Nagdurungan hin pagbaton an mga tawo, Pagtutumanon namon an ngatanan nga iginsiring han Ginoo .
004	Iginsurat ni Moises an ngatanan nga mga sugo han Ginoo .
004	Temprano pa han pagkaaga nagtindog hiya hin usa nga altar didto ha ubos han bukid ngan nagbutang hin 12 nga mga bato, nga natindog han 12 nga mga tribo han Israel.
005	Niyan nagsugo hiya hin batan-on nga kalalaken-an, basi maghalad han Ginoo hin mga hayop nga tutuboron ngan hin mga tudo nga baka nga ighahalad para hin pagkaurosa.
006	Kinuha ni Moises an katunga han dugo han mga hayop ngan iginsulod ini dida han mga makaong; ngan an nahisalin nga katunga iginsablig niya ngada han altar.
007	Niyan kinuha niya an basahan han ginsaaran, diin nahisurat an mga sugo han Ginoo , ngan ginbasa ini niya hin dako nga tingog basi hinbatian han mga tawo.
007	Nagsiring hira, Pagsusugton namon an Ginoo ngan pagtutumanon namon an ngatanan nga iya iginsugo.
008	Niyan kinuha ni Moises an dugo dida han mga makaong ngan iginsablig ini ngadto han mga tawo.
008	Nagsiring hiya, Amo ini an dugo nga nagparig-on han ginsaaran nga ginhimo han Ginoo ha iyo dida han paghatag niya ha iyo hini ngatanan nga mga sugo.
009	Sinmagka han bukid hira Moises, Aaron, Nadab, Abiu, ngan an 70 nga mga pangulo han Israel,
010	ngan hinkit-an nira an Dyos han Israel.
010	Ha ubos han iya mga tiil hinkit-an nira in sugad hin safiro nga taramakan nga maasol sugad han mahayag nga langit.
011	Waray paglabti han Dyos ini nga mga pangulo han Israel; hinkit-an nira an Dyos, ngan kahuman nangaon ngan nag-irignom hira.
012	Nagsiring kan Moises an Ginoo , Sagka han bukid ngadi ha akon ngan samtang aadi ka, ighahatag ko ha imo in duha nga mga papan nga bato nga ginsuratan ko han ngatanan nga mga balaod nga igtututdo mo han mga tawo.
013	Nag-andam hira Moises ug Josue nga iya kabulig ngan nagtikang hi Moises hin pagsagka han baraan nga bukid.
014	Ginsiring ni Moises an mga pangulo, Hulata kami dinhe ha kampo tubtob han amon pagbalik.
014	Aanhi man ha iyo hira Aaron ug Ur; makakahimo hin pagdangop ha ira an bisan hin-o nga may turuhayon nga sumbong.
015	Sinmagka hi Moises han Bukid Sinai ngan natahoban an bukid hin dampog.
016	Hinmugdon ha bukid an himaya han Ginoo .
016	Hinkit-an han mga Israelita an himaya han Ginoo nga sugad hin naglalahinggab nga kalayo didto ha bawbaw han bukid.
016	Natahoban han dampog an bukid sulod hin unom ka adlaw, ngan dida han ikapito ka adlaw, nagtawag an Ginoo kan Moises tikang han dampog.
017	Nagtipaunhan hi Moises hin pagsagka han bukid ngadto han dampog.
017	Didto nagpabilin hiya sulod hin 40 ka adlaw ug gab-i.
