verse	content
001	Si Moises mitubag, Apan kon dili motuo kanako ang mga Israelita ug dili sila mamati sa akong isulti kanila ug moingon hinuon, Ang Ginoo wala mopakita kanimo, unsa may akong buhaton?
002	Ang Ginoo miingon kaniya, Unsa man kanang imong gikuptan?
003	Sungkod, mitubag si Moises.
004	Ang Ginoo miingon, Iitsa kana sa yuta.
004	Busa giitsa ni Moises ang sungkod ug kini nahimong bitin ug miatras si Moises.
005	Unya ang Ginoo miingon kang Moises, Kupti ang ikog.
005	Busa gikuptan kini ni Moises ug nahimo na usab kining sungkod.
006	Ang Ginoo miingon, Buhata ang maong milagro aron motuo sila nga ang Ginoo , ang Dios sa ilang katigulangan, ang Dios ni Abraham, ni Isaac ug ni Jacob, mipakita kanimo.
007	Unya miingon pag-usab ang Ginoo kang Moises, Ibutang ang imong kamot ilalom sa imong kupo.
007	Gituman niya kini ug sa gipagawas na niya ang iyang kamot, gitaptan na kinig sakit ug nagputi-puti.
008	Miingon ang Ginoo , Ibutang pagbalik ang imong kamot sa ilalom sa kupo.
008	Gibuhat niya kini ug sa pagkuha niya niini maayo na usab kini.
009	Ang Ginoo miingon, Kon dili sila motuo kanimo o dili madani sa unang timailhan, motuo na sila sa ikaduha.
010	Kon dili pa gayod sila motuo bisan pa niining duha ka mga timailhan ug dili magtagad sa imong isulti, pagkuhag tubig sa Suba sa Nilo ug ibubo kini sa yuta ug kanang tubiga mahimong dugo.
011	Si Moises miingon sa Ginoo , Apan Ginoo , dili ako maayong mosulti sukad pa kaniadto.
011	Yungit ako ug magkangakanga nga mosulti.
012	Ang Ginoo miingon kaniya, Kinsa may naghatag ug baba sa tawo?
012	Kinsay naghimo kaniyang bungol o amang?
012	Kinsay naghatag kaniyag igtatan-aw o naghimo kaniyang buta?
012	Dili ba ako, ang Ginoo ?
013	Busa lakaw kay tabangan ko ikaw pagsulti ug tudloan ko ikaw sa imong isulti.
014	Apan si Moises miingon, Pasayloa ako, Ginoo, apan kon mahimo, lain lay sugoa.
015	Nasuko ang Ginoo kang Moises ug miingon, Unsa may imong ikasulti bahin sa imong igsoon nga si Aaron, ang Levita?
015	Nasayod ako nga maayo kaayo siyang mosulti.
015	Nagpaingon na siya nganhi aron pagsugat kanimo.
015	Malipay gayod siya pag-ayo inigkakita niya kanimo.
016	Siya lay pasultiha sa buot mong isulti.
016	Tabangan ko kamo sa pagsulti ug sultihan ko kamo unsay inyong buhaton.
017	Gamita si Aaron nga imong tigpamaba kon makigsulti ka sa mga tawo.
017	Mahisama ka sa Dios nga magtudlo kaniya unsay iyang isulti.
018	Dad-a kining sungkod ug pinaagi niini paghimog mga milagro.
019	Unya mibalik si Moises ngadto kang Jetro nga iyang ugangan ug miingon kaniya, Kon mahimo, mobalik ako sa akong mga kabanay didto sa Ehipto aron pagsusi kon buhi pa ba sila.
019	Ug nanamilit si Moises kang Jetro ug si Jetro miingon kaniya, Lakaw ug pag-ayoayo.
020	Miingon ang Ginoo kang Moises didto sa Midian, Balik sa Ehipto kay nangamatay na ang tanan nga buot mopatay kanimo.
021	Unya gikuha ni Moises ang iyang asawa ug mga anak nga lalaki ug gipasakay niya sa asno ug miadto sila sa Ehipto.
021	Gidala niya ang sungkod nga gitugon sa Dios nga dad-on niya.
022	Ang Ginoo miingon kang Moises, Karon nga mobalik ka na sa Ehipto, himoa gayod ang mga milagro atubangan sa hari pinaagi sa gahom nga gihatag ko kanimo.
022	Apan pagahion ko ang iyang kasingkasing aron dili niya buhian ang mga Israelita.
023	Unya ingna ang hari, Mao kini ang giingon sa Ginoo Si Israel mao ang kamagulangang anak nga lalaki.
024	Gisultihan ko ikaw nga buhian mo ang akong anak aron simbahon niya ako apan nagdumili ka.
024	Busa patyon ko ang imong kamagulangang anak nga lalaki.
025	Sa ilang gipahulayan sa dalan, gitagbo sa Ginoo si Moises aron unta patyon.
026	Unya mikuha si Sefora ug hait nga bato ug gituli niya ang iyang anak ug ang panit nga iyang naabis gipahid niya sa tiil ni Moises.
026	Miingon si Sefora, Ikaw ang akong bana sa dugo!
027	Busa wala patya sa Ginoo si Moises.
027	Mao kining higayona nga miingon si Sefora Ikaw ang bana sa dugo tungod sa gihimo nga pagtuli.
028	Unya ang Ginoo miingon kang Aaron, Lakaw ngadto sa diserto ug sugata si Moises.
028	Busa miadto si Aaron aron pagsugat kang Moises didto sa balaang bukid.
028	Ug sa nagkita na sila, gihagkan niya si Moises.
029	Gisuginlan ni Moises si Aaron sa tanan nga gisulti kaniya sa Ginoo , ingon man sa tanang milagro nga ipabuhat kaniya sa Ginoo .
030	Busa milakaw si Moises ug si Aaron ug gitigom nila ang tanang kadagkoan sa mga Israelita.
031	Gisuginlan sila ni Aaron sa tanang gisulti sa Ginoo kang Moises ug gihimo ni Moises ang tanang milagro atubangan sa katawhan.
032	Mituo ang katawhan ug sa nakabalita sila nga mianha kanila ang Ginoo ug nga nakita niya ang ilang pag-antos, miduko sila ug misimba kaniya.
