verse	content
001	Karon si Moises nagabantay sang mga karnero kag mga kanding sang iya ugangan nga si Jetro, ang pari sang Midian.
001	Gindala niya ang panong sa tabok sang desierto, kag nakaabot sia sa Sinai, ang balaan nga bukid.
002	Didto ang anghel sang Ginoo nagpakita sa iya sa dagway sang nagadabdab nga kalayo sa tunga sang magamay nga kahoy.
002	Gintan-aw ni Moises ang magamay nga kahoy kag natalupangdan niya nga nagadabdab ini, pero wala ini masunog.
003	Si Moises nagpanghunahuna, Mapalapit ako kag tan-awon ining makatilingala nga butang.
003	Ngaa ining magamay nga kahoy indi masunog?
004	Sang makita sang Ginoo nga nagapalapit sia, ang Dios nagtawag sa iya halin sa tunga sang magamay nga kahoy nga nagasiling, Moises, Moises!
005	Kag nagsabat sia, Yari ako.
006	Ang Dios nagsiling, Indi ka gid magpalapit.
006	Ubaha ang imo mga sandalyas, tungod kay ang lugar nga imo ginatindugan balaan.
007	Ako amo ang Dios sang imo mga katigulangan, ang Dios ni Abraham, ang Dios ni Isaac, kag ang Dios ni Jacob.
007	Gani gintabunan ni Moises ang iya guya, tungod kay nahadlok sia sa pagtulok sa Dios.
008	Dayon ang Ginoo nagsiling, Nakita ko kon daw ano ang pagpintas sa akon mga tawo didto sa Ehipto.
008	Nabatian ko ang ila pagpangayo sing bulig batok sa mga kabo nga nagapamintas sa ila.
008	Nahibaluan ko ang tanan nila nga mga pag-antos.
009	Gani nagpanaog ako sa pagluwas sa ila sa mga Ehiptohanon, kag sa pagpagwa sa ila sa amo nga duta, pakadto sa isa ka malapad nga duta.
009	Maayo kag mapatubasan ini nga duta, kag karon ginaestaran sang mga Canaanhon, mga Hethanon, mga Amornon, mga Peresnon, mga Hevhanon kag mga Jebusnon.
010	Nabatian ko gid ang pagpanawag sang mga Israelinhon, kag nakita ko kon daw ano ang pagpigos sang mga Ehiptohanon sa ila.
011	Karon ipadala ko ikaw sa hari agod sa pagpagwa sang akon mga tawo nga Israelinhon sa Ehipto.
012	Pero si Moises nagsiling sa Dios, Sin-o bala ako nga magkadto sa hari kag magpagwa sang mga Israelinhon sa Ehipto?
013	Ang Dios nagsabat, Ako magaupod sa imo, kag ini mangintanda nga ako nagpadala sa imo: kon imo na mapagwa ang mga Israelinhon sa Ehipto, magasimba kamo sa akon sa sini nga bukid.
014	Si Moises nagsiling sa Dios, Karon, kon magkadto ako sa mga Israelinhon kag magsiling sa ila, Ang Dios sang inyo mga katigulangan nagpadala sa akon sa inyo, kag kon sila mamangkot sa akon, Ano ang iya ngalan?
014	Ano bala ang isabat ko sa ila?
015	Ang Dios nagsiling kay Moises, Ako nga Amo sa Gihapon.
015	Kag nagsiling pa gid sia, Amo ini ang dapat mo isiling sa mga Israelinhon: Si Ako nga Amo sa Gihapon amo ang nagpadala sa akon sa inyo.
016	Ang Dios naghambal pa gid kay Moises, Amo ini ang dapat mo isiling sa mga Israelinhon, Ang Ginoo , ang Dios sang inyo mga katigulangan, ang Dios ni Abraham, ang Dios ni Isaac, kag ang Dios ni Jacob, nagpadala sa akon sa inyo.
016	Ini amo ang akon ngalan tubtob sa katubtoban.
016	Ini amo ang itawag sa akon sang tanan nga palaabuton nga mga kaliwatan.
017	Lakat kag tipuna ang mga pangulo sang Israel, kag singgani sila, Ang Ginoo , ang Dios sang inyo mga katigulangan, ang Dios ni Abraham, ni Isaac, kag ni Jacob, nagpakita kag nagsugo sa akon sa pagsiling sa inyo: nag-abot ako kag nakita ko kon ano ang ginahimo sang mga Ehiptohanon sa inyo.
018	Nagpamat-od ako nga pagwaon kamo sa Ehipto, sa diin ginapintasan kamo.
018	Dalhon ko kamo sa duta sang mga Canaanhon, Hethanon, Amornon, Peresnon, Hevhanon, kag mga Jebusnon.
018	Isa ini ka maayo kag mapatubason nga duta.
019	Magapamati ang akon mga katawhan sang imo isiling sa ila.
019	Dayon, kadto ka sa hari sang Ehipto upod sa mga pangulo sang Israel kag singgani sia, Ang Ginoo , ang Dios sang mga Hebreo nagpakigkita sa amon.
019	Karon kon mahimo palakta kami sing tatlo ka adlaw sa desierto sa pagdulot sing mga halad sa Ginoo nga amon Dios.
020	Nahibal-an ko nga ang hari sang Ehipto indi magtugot sa inyo sa paglakat, kon indi sia pagpiliton.
021	Pero gamiton ko ang akon gahom sa pagsilot sa mga Ehiptohanon paagi sa mga milagro nga akon himuon sa ila.
021	Pagkatapos sina, tugotan niya kamo sa paglakat.
022	Himuon ko nga ang mga Ehiptohanon magtahod sa inyo agod nga kon maglakat kamo, indi kamo maglakat nga wala sing dala.
023	Ang tagsa ka babayi nga Hebreo magapangayo sa babayi nga Ehiptohanon nga nagadayon sa iya, kag sa iya kaingod, sing mga bayu kag mga alahas nga pilak kag bulawan.
023	Ipasuksok ninyo ini sa inyo mga anak nga lalaki kag babayi, kag paagi sini, madala ninyo ang manggad sang mga Ehiptohanon.
