verse	content
001	Gingtudluan pa ni Hesus ang iya mga disipulo paagi sa parabola agud permi sinda magpangamuy kag ind maduyaan paglaom.
002	Hambay niya, Igwa hukom sa isa ka syudad nga way gid kahadlok sa Dios kag way gid pagtahod sa aber sin-o nga tawo.
003	Kag igwa da didto bayo nga permi nagabinalik-balik sa hukom nga nagahambay, Buligi abi ako nga mataw-an hustisya ang akon kaso.
004	Nang premiro, way gid magbulig ang hukom.
004	Pero nang ulihi, nahambay niya sa iya kaugalingon, Kung sa bagay, way ako kahadlok sa Dios kag way pagtahod sa aber sin-o nga tawo,
005	pero kay ginadinisturbo ako ng ini nga bayo, buligan ko na lang siya nga magkaigwa hustisya.
005	Kay bas kung maugot lang ako sa iya pagbinalik-balik!
006	Pagkatapos naghambay ang Ginoo sa inda, Tan-awa nindo ang ginghuman ng adto nga malain nga hukom!
006	Aber way siya kaluoy, gingbuligan gihapon niya adtong bayo.
007	Niyan, iaw ba ng Dios ang hustisya sa iya mga gingpil nga nagapanawag sa iya adlaw kag gab-i?
007	Sigurado gid nga ind niya sinda pagpabay-an.
008	Ginahambay ko sa indo, itatao niya nga daan ang hustisya sa mga nagapangay sa iya.
008	Pero kung magbalik na ako nga Ung ng Tawo diri sa kalibutan, may makikit ar ako nga mga tawo nga nagatuo sa akon?
009	May mga tawo nga ang kalaom sinda lang gid ang maayo kag matarong sa panir ng Dios kag ginapaubos ninda ang iban.
009	Ngan ging-istorya sa inda ni Hesus ini nga parabola.
009	Hambay niya,
010	Igwa duha ka tawo nga nagkadto sa templo para magpangamuy.
010	Ang isa hay Pariseo kag ang isa hay miyugsukot buhis.
011	Nagtindog ang Pariseo kag nagpangamuy parti sa iya kaugalingon.
011	Hambay niya, Dios ko, nagapasalamat ako sa imo nga bukon ako pareho ng iban nga tawo: mga tulisan, miyugpangluko, miyugpangawatan, o pareho ng in nga miyugsukot buhis.
012	Duha ka beses sa isa ka simana ako nagapuasa kag isa pa ginatao ko ang ikanapuy ka parte ng tanan ko nga pinangabudlayan.
013	Pero ang miyugsukot buhis naman hay yadto nagatindog sa malay-lay kag ind siya makahangad sa langit, kund ginapuypog niya ang iya dughan sa kalisod kag nagahambay, Dios ko, maluoy ka sa akon nga makasasal!
014	Ginahambay ko sa indo, nagpaul adtong miyugsukot buhis nga ang iya kasal-anan hay gingpatawad na ng Dios.
014	Pero ang kasal-anan ng adtong Pariseo hay way gingpatawad.
014	Kay ang aber sin-o nga nagapakataas ng iya kaugalingon ginapaubos, pero ang nagapaubos ng iya kaugalingon ginapataas.
015	Isa ka adlaw, may mga tawo nga nagdaya ng inda mga ung kay Hesus para itungtong ang iya kamot sa inda kag bendisyunan.
015	Nang makit ini ng iya mga disipulo, gingsabyaw ninda adtong mga tawo.
016	Pero gingtawag ni Hesus ang mga ung nga magpalapit sa iya kag naghambay sa iya mga disipulo, Pabay-i lang nindo ang mga ung nga magpalapit sa akon.
016	Ayaw nindo sinda pagpunggi, kay ang mga kapareho ninda imaw ang nagapasakop sa paghahar ng Dios.
017	Sa matuod lang ginahambay ko sa indo, ang aber sin-o nga ind magpasakop sa paghahar ng Dios pareho ng isa ka ung, ind gid siya makasuyod sa gingharian ng Dios.
018	May isa ka pinun ang nagpangutana kay Hesus, Maayo nga Maestro, ano baya ang dapat ko humanon agud makapanubl ning kabuh nga way katapusan?
019	Nagsabat si Hesus sa iya, Bas gingtawag mo ako nga maayo?
019	Way gid ng iban nga maayo kund ang Dios lang.
020	Parti sa imo pangutana, nasayuran mo na ang mga sug ng Dios: Ayaw magpangawatan, ayaw magpamatay, ayaw magpangawat, ayaw magtestigo ng pinusong, tahura ang imo tatay kag nanay.
021	Naghambay siya, Ini tanan hay natuman ko na magtun nang ung pa ako.
022	Nang mabatian ni Hesus ang iya sabat, naghambay siya, Isa na lang ang kuyang sa imo.
022	Baligyaan ang tanan mo nga propidad kag ipanao ang kwarta sa mga pobre.
022	Sa ini nga paagi, magakaigwa ka manggad sa langit.
022	Pagkatapos magbalik ka kag magsunod sa akon.
023	Nang mabatian adto ng pinun, nalisod gid siya kay sobra gid siya ka manggaranon.
024	Pagkakit ini ni Hesus, naghambay siya, Mahug gid para sa manggaranon ang makasuyod sa gingharian ng Dios!
025	Mas malupos pa nga mag-agi ang kamelyo sa buh ng dayom kaysa sa manggaranon nga makasuyod sa gingharian ng Dios.
026	Nagpangutana ang mga nagapamat, Kung tiyad in, sin-o lang ang maluwas?
027	Nagsabat si Hesus, Ang imposible sa mga tawo posible sa Dios.
028	Niyan naghambay si Pedro, Hay kami, gingbayaan namon ang amon pamilya kag nagnunot sa imo.
029	Naghambay si Hesus, Sa matuod lang ginahambay ko sa indo, way tawo nga nagbay ng iya bayay, asawa, mga maguyng kag manghod, mga ginikanan kag mga ung tungod sa gingharian ng Dios,
