verse	content
001	Adto da nga adlaw, nagpalapit kay Hesus ang iya mga disipulo kag nagpangutana, Sin-o gid ang labaw sa tanan nga sakop sa paghahar ng Dios?
002	Gingtawag ni Hesus ang isa ka ung kag gingpatindog niya sa inda tung.
003	Tapos naghambay siya, Sa matuod lang ginahambay ko sa indo, kung ind kamo magbag-o kag maging pareho ng ung, ind gid kamo makasuyod sa gingharian ng Dios.
004	Kay ang aber sin-o nga mapainubuson pareho sa ini nga ung, imaw ang labaw sa tanan nga sakop sa paghahar ng Dios.
005	Kag ang aber sin-o nga nagabaton sa tawo nga mapinaubuson pareho sa ung nga tiyad ini tungod sa iya pagtuo sa akon nagabaton da sa akon.
006	Ang aber sin-o nga maging kabangdanan nga makasal ang isa sa ining bag-o nga nagatuo sa akon, mas maayo pa sa iya nga higutan ning mabahoy nga galingan nga bato ang iya liog kag itagbong sa madayom nga dagat.
007	Makaluluoy ang mga tawo sa kalibutan kay ang mga pagtintar hay sigurado nga magaabot.
007	Pero makaluluoy gid ang mga tawo nga imaw ang nagapangtintar sa inda isigkatawo!
008	Kung ang imo kamot o siki ang kabangdanan nga nagakasal ka, utura in kag ipilak!
008	Mas maayo pa nga may kabuh ka nga way katapusan nga isa lang ang imo kamot o siki, kaysa sa duha ang imo kamot kag siki, pero ipilak ka naman sa kalayo nga ind gid mamatay.
009	Kag kung ang imo mata imaw ang kabangdanan nga nagakasal ka, lukata in kag ipilak!
009	Mas maayo pa nga may kabuh ka nga way katapusan nga isa lang ang imo mata, kaysa sa duha ang imo mata pero ipilak ka naman sa impyerno nga nagadabadaba.
010	Mag-andam kamo, ayaw gid nindo pagkabiga nga bukon importante aber ang isa sa ini nga maisot nga mga ung.
010	Ginahambay ko sa indo, ang mga anghel ng Dios nga nagabantay sa inda hay yadto permi sa atubangan ng akon Amay sa langit.
011	Kay ang Ung ng Tawo, nagkari sa kalibutan para pangitaon ang mga tawo nga naduy.
012	Kung ang isa ka tawo hay igwa ning 100 ka karnero kag naduy ang isa, ano ang iya humanon?
012	Syempre bayaan niya ang 99 sa mga kabukiran kag pangitaon niya ang naduy.
013	Sa matuod lang ginahambay ko sa indo, kung iya ini makit malilipay gid siya kag mas dak ang iya kalipay sa isa, kaysa sa 99 nga way naduy.
014	Tiyad da ini ang kabubut-on ng indo Amay sa langit.
014	Ind gid niya gusto nga maduy ang aber isa lang ka maisot nga ung.
015	Kung ang imo utod hay nakasal sa imo, kadtui siya kag hambayi ng iya ginghuman nga sal.
015	Humanon mo ini nga kamo lang.
015	Kung magpamat siya sa imo, magakaayos kamo liwat kag mapabalik mo siya sa Dios.
016	Pero kung ind siya magpamat sa imo, magdaya ka ning isa o duha ka mga kauturan para ang mga butang nga indo maistoryahan hay mapamatuuran ng duha o tuyo nga testigo.
017	Pero kung ind pa gid siya magpamat, ipasayod mo ini sa kongregasyon.
017	Kag kung ind gihapon siya magpamat, kabiga siya nga daw way nakakilaya sa Dios o pareho sa mga miyugsukot ning buhis.
018	Sa matuod lang ginahambay ko sa indo, ang aber ano nga ind nindo itugot diri sa dut imaw da ang ind itugot ng Dios sa langit kag ang aber ano nga itugot nindo diri sa dut imaw da ang itugot ng Dios sa langit.
019	Sa matuod lang ginahambay ko sa indo, kung ang duha sa indo diri sa kalibutan, magkasugot parti sa aber ano nga indo pangayuon sa pangamuy, humanon in sa indo ng akon Amay sa langit.
020	Kay kung diin may duha o tuyo nga nagatipon sa akon pangayan, yadto ako sa inda tung.
021	Pagkatapos nagpalapit si Pedro kay Hesus kag nagpangutana, Ginoo, kung ang akon utod permi nagakasal sa akon, makapila ko siya patawaron?
021	Makapito ba?
022	Nagsabat si Hesus, Bukon lang makapito, kund 70 ka pito.
023	Kay ang paghahar ng Dios hay pareho sa ini nga istorya: May isa ka har nga gusto na magpanukot ng mga utang ng iya mga ulipon.
024	Mintras nagapanukot siya ng iya mga pautang, may gingdaya sa iya nga ulipon nga ang iya utang hay milyones.
025	Kay ind siya makabayad, nagsug ang har nga ibaligy siya kaibahan ang iya asawa kag ang iya mga ung.
025	Kag ibaligy da ang tanan niya nga propidad para mabayaran ang iya utang.
026	Ngan nagluhod ang ulipon sa har kag nagpakitluoy nga ang hambay, Pasensyaha lang anay ako, bayaran ta da ikaw!
027	Naluoy ang har sa iya, ngan gingpatawad siya kag way na pagpabayara sa iya utang.
028	Pagkaluwas ng adto nga ulipon, nasumpong niya ang kapareho niya nga ulipon nga may utang sa iya ning isa ka gatos nga denarius.
028	Gingluok niya ini kag ginghambayan, Bayari ako ng imo utang!
029	Nagluhod sa iya ang ulipon nga nagapakitluoy, Pasensyaha lang anay ako kay bayaran ta da ikaw!
030	Pero way gid siya nagpasugot.
030	Gingpapriso niya adtong ulipon hasta nga makabayad siya.
031	Nang makit ng iban nga mga ulipon ang iya ginghuman, naglain ang inda buot, ngan nagkadto sinda sa har kag gingbalit ang tanan nga natab.
032	Gingpatawag ng har ang ulipon kag naghambay, Masyado ka nga ulipon!
032	Gingpatawad ta ikaw sa imo utang kay nagpakitluoy ka.
033	Bas way mo pagkaluy-i ang imo kapareho, pareho ng akon pagkaluoy sa imo?
034	Sa tudo nga kahangit ng har, gingpapriso niya adtong ulipon hasta mabayaran ang tanan niya nga utang.
035	Pagkatapos naghambay si Hesus sa inda, Imaw da ini ang humanon sa indo ng akon Amay sa langit kung ind kamo magpatawad sa indo isigkatawo ning hugot sa indo tagipusuon.
