verse	content
001	Mintras nagapanaw si Hesus kag ang iya mga disipulo, nakit ninda ang isa ka tawo nga buta tun nang ging-ung.
002	Nagpangutana ang mga disipulo sa iya, Maestro, sin-o ang nakasal ngan ging-ung nga buta ini nga tawo, siya o ang iya mga ginikanan?
003	Nagsabat si Hesus, Bukon tungod sa iya sal o sa sal ng iya mga ginikanan.
003	Natab ini sa iya agud makit ng mga tawo ang gahom ng Dios paagi sa pag-ayo sa iya.
004	Mintras may adlaw pa, kahinangyan nga trabahuon naton ang mga ginapatrabaho sa aton ng Dios nga nagsug sa akon.
004	Kay kung gab-i na, ind na naton mahuman ang iya ginapahuman.
005	Mintras yari pa ako sa kalibutan, ako ang iwag nga nagatao ning kahayag sa mga tawo.
006	Pagkahambay ini ni Hesus, nagpil siya sa dut kag ginghuman niya nga lunang ang pil kag gingpahid niya ini sa mata ng tawo.
007	Hambay ni Hesus, Kadto sa dipusito ng tub sa Siloam kag manghilam-os ka.
007	Ang gusto hambayon ng Siloam, Gingsug.
007	Ngan nagkadto siya kag nagpanghilam-os kag nagbalik siya nga nakakakit na.
008	Nagpinangutan-an ang iya mga kalapit kag ang mga nakakit sa iya dati nang nagapinalimos pa siya, D ba imaw ini ang tawo nga nagapungk kag nagapinalimos dati?
009	Naghambay ang iban, Siya ngan!
010	Pero naghambay naman ang iban, Bukon, kahitsura lang niya.
011	Ngan nagsabat ang tawo, Ako gida ang tawo nga indo ginahambay.
012	Ngan nagpangutana sinda sa iya, Kung imaw, pauno ka nakakit?
013	Nagsabat siya, Ang tawo nga ang pangayan Hesus hay naghuman ning lunang kag gingpahid sa akon mata kag naghambay sa akon, Kadto sa dipusito ng tub sa Siloam kag manghilam-os ka.
013	Ngan nagkadto ako kag nagpanghilam-os, tapos nakakit na ako.
014	Nagpangutana pa gid sinda, Diin na ang tawo nga nagpaayo sa imo?
015	Nagsabat siya, Ilam kung diin, way ako kasayod.
016	Pagkatapos, gingdaya ninda ang tawo nga dati buta sa mga Pariseo.
