verse	content
001	Adto da nga mga adlaw, nagtipon liwat ang madam nga tawo kay Hesus.
001	Nang way na gid sinda ning pagkaon, gingtawag ni Hesus ang iya mga disipulo kag naghambay sa inda,
002	Naluoy gid ako sa ini nga mga tawo.
002	Kay tuyo na ka adlaw nga kaibahan ninda ako kag naubos na ang inda pagkaon.
003	Kung pabalikon ko sinda nga gutom, bas kung malipungan sinda sa dayan kay malay gid ang ginghalinan ng iban sa inda.
004	Nagpangutana ang iya mga disipulo, Sa diin baya kita makabuoy ning pagkaon diri sa tiway nga lugar para ipakaon sa ini nga mga tawo?
005	Pero nagpangutana si Hesus sa inda, Pila ka bilog ang indo tinapay dir?
006	Nagsabat sinda, Pito.
007	Kag gingpapungk ni Hesus ang mga tawo sa dut.
007	Gingbuoy niya ang pito ka tinapay kag nagpasalamat sa Dios.
007	Pagkatapos gingbuak-buak niya ini kag gingtao sa iya mga disipulo agud ipanao sa mga tawo.
007	Ngan nagpanao sinda sa mga tawo.
008	Igwa da sinda ning pila ka bilog nga maintik nga mga isd.
008	Gingpasalamatan da niya ini kag gingtao sa iya mga disipulo agud ipanao sa mga tawo.
009	Nagkaon sinda kag nabusog gid.
009	Pagkatapos, gingtipon ninda ang mga nabilin nga sobra kag napun pa ang pito ka bangkat.
010	Kag mga 4,000 ang mga tawo nga nakakaon.
010	Nang matapos adto, gingpabalik na ni Hesus ang mga tawo.
011	Kag nagsakay nga daan siya sa dyapang kaibahan ang iya mga disipulo kag nagtabok pakadto sa lugar ng Dalmanuta.
012	Pag-abot ninda didto, may mga Pariseo nga nagpalapit kay Hesus para magpakigdibati sa iya.
012	Kay gusto ninda nga tistingon siya.
012	Ngan nagpangay sinda sa iya ning milagro halin sa langit para pamatuuran nga gingsug siya ng Dios.
013	Pero nagpanghaw-os si Hesus kag naghambay, Bas baya nagapangay ning milagro ang mga tawo sa ini nga henerasyon?
013	Sa matuod lang ginahambay ko sa indo nga way ning milagro nga ipakit sa ini nga henerasyon!
014	Kag gingbayaan niya sinda.
014	Nagsakay siya liwat kag ang iya mga disipulo sa dyapang kag nagtabok sa kabuak.
015	Nalimutan ng iya mga disipulo nga magdaya ning tinapay puyra lang sa isa ka bilog nga nadaya ninda sa dyapang.
016	Gingpaandaman sinda ni Hesus paagi sa parabola, Magdahan kamo kag mag-andam sa pampaalsa ng mga Pariseo kag ni Herodes.
017	Nang mabatian ini ng iya mga disipulo, naghambay sinda sa isa kag isa, Siguro ginghambay niya ini kay way kita ning tinapay.
018	Nasayuran ni Hesus kung ano ang inda ginainistorya.
018	Ngan naghambay siya sa inda, Bas nagainistorya kamo nga way tinapay?
018	Way pa gid ba kamo makasayod o makaintindi?
018	Matugas pa gid ang indo uyo?
019	Igwa kamo mga mata, pero ind kamo makakit.
019	Igwa kamo mga talinga, pero ind kamo makabat.
019	Way ba nindo madumdumi nang gingbuak-buak ko ang lima ka tinapay para sa 5,000 nga tawo?
019	Pila ba ka ayat ang napun nang gingtipon nindo ang mga nabilin nga tinapay?
019	Nagsabat sinda, Dose!
020	Nagpangutana pa gid si Hesus, Kag nang gingbuak-buak ko ang pito ka tinapay para sa 4,000, pila ba ka bangkat ang napun nang gingtipon nindo ang way maubos nga pagkaon?
020	Nagsabat sinda, Pito!
021	Kag naghambay si Hesus, Dapat naintindihan nindo nga bukon tinapay ang akon gusto hambayon kaina.
022	Pag-abot ninda sa Betsaida, may mga tawo didto nga nagdaya ning buta nga lyaki kay Hesus.
022	Nagpakitluoy sinda sa iya nga kung puydi paayuhon niya ang tawo agud makakit.
023	Ngan ginghawiran niya ang kamot ng tawo kag gingdaya pakadto sa luwas ng Betsaida.
023	Pag-abot ninda sa luwas, gingpil-an niya sa mata ang buta.
023	Kag gingbutang niya ang iya kamot sa buta kag nagpangutana, May nakikit ka na ba?
024	Nag-indahat ang lyaki kag naghambay, Nakakakit na ako ning mga tawo, pero daw pareho ning mga kahoy nga nagapanaw.
025	Ngan gingbutang liwat ni Hesus ang iya kamot sa mata ng tawo.
025	Pagkatapos nagsir siya ning maayo kag nagbalik ang iya panir.
025	Mahayag na gid ang tanan sa iya panglikit.
026	Gingpabalik siya ni Hesus kag gingbilinan, Ayaw na magbalik sa Betsaida.
027	Pagkatapos adto, nagkadto si Hesus kag ang iya mga disipulo sa mga baryo nga sakop ng Cesarea Filipos.
027	Mintras nagapanaw sinda, nagpangutana si Hesus sa iya mga disipulo, Sin-o kuno ako sun sa hambay ng mga tawo?
028	Nagsabat sinda, May mga nagahambay nga ikaw si Juan nga Miyugbawtismo.
028	Ang iban nagahambay nga ikaw si Elias;
028	kag ang iban pa gid nagahambay nga ikaw hay isa sa mga propeta.
029	Pagkatapos nagpangutana siya sa inda, Hay kamo, ano ang indo mahahambay, sin-o ako?
030	Nagsabat si Pedro, Ikaw imaw ang Kristo!
031	Nang mabatian ni Hesus ang sabat, gingpaandaman niya sinda nga ind gid magbalit aber kanin-o kung sin-o siya.
032	Pagkatapos nagtudl si Hesus sa inda, Ako nga Ung ng Tawo hay dapat gid mag-agi ning sobra nga mga kahugaan kag sikwayon ako ng mga miyugdumaya ng Judio, ng mga pinun nga par kag ng mga eskriba.
032	Ipapatay ninda ako, pero pagkaligad ng tuyo ka adlaw mababanhaw ako.
033	Gingklaro gid niya ini sa inda.
033	Pagkabat adto ni Pedro, gingdaya niya si Hesus sa alihid kag gingsabyaw nga ind adto puydi.
034	Pero naglingig si Hesus, nagsir sa iya mga disipulo kag gingsabyaw si Pedro, Satanas, lumayas ka sa akon atubangan!
034	Kay ang imo ginahunahun bukon halin sa Dios kund sa tawo.
