verse	content
001	Tene cuidao!
001	No hace el di ustedes buen trabajo na publico para manda lang mira con el maga gente.
001	Si ta hace ansina, hende ustedes ay recibi recompensa que ta dale el di ustedes Padre quien talla na cielo.
002	Poreso, si ay dale ustedes limosna, no mas habla ni con ningunos como ta hace el maga gente quien ta man pa bueno cay quiere sila avisa na publico pati anuncia con el maga gente na iglesia el cosa ta hace sila, para el maga gente ay alaba canila.
002	Y deverasan ese alabanza que ya recibi sila, amo lang el di ila recompensa.
003	Entonces si ta dale man ustedes limosna, secreto lang.
003	Por ejemplo como si fuera no sabe el di ustedes mano isquierda el cosa ta hace di ustedes mano derecha.
004	Hace ansina para nuay quien ay sabe ta dale gale ustedes limosna, y despues el di ustedes Padre Celestial, quien ta puede mira el cosa ustedes ta hace secretamente, ay recompensa con ustedes.
005	Si ta reza ustedes, no hace como el maga gente quien ta man pa bueno, cay quiere gayot sila reza parao na maga iglesia y na maga canto y camino, para puede mira el maga gente canila.
005	Ta habla gayot yo claro, ya recibi ya gayot sila el di ila recompensa.
006	Pero si ta reza ustedes, entra na di ustedes cuarto, cerra el puerta, y reza con el di ustedes Padre Celestial, con quien no puede ustedes mira.
006	Y el di ustedes Padre Celestial, quien sabe todo el deseo di ustedes, amo ay dale con ustedes recompensa.
007	Si ta reza ustedes, no repiti que repiti como ta reza el maga hende-Judio, cay ta pensa sila Dios ay oi gayot canila si largo ya el di ila rezo.
008	No copia el di ila manera de rezo, cay el di ustedes Padre Celestial sabe ya gayot el cosa di ustedes maga necesidad antes de pidir ustedes.
009	Entonces, reza ustedes ansina
010	Di amon Padre na cielo, ta dale came honor con el di uste nombre sagrao,
011	y ta roga came que uste ay vene para reina canamon.
011	Ojala que todo el maga gente ay hace el di uste querer aqui na mundo igual como todo aquellos ta hace na cielo.
012	Todo el dia, dale canamon el comida ta necesita came,
013	y perdona el di amon maga pecado, como ta perdona tamen came con todo quien ta hace malo canamon.
014	Y no deja canamon cae na tentacion, y proteje canamon na poder di Satanas.
014	Uste el Rey bien poderoso con quien ta dale came alabanza y honor hasta para cuando.
014	Amen.
015	Despues de ensear reza si Jesus, ya continua le habla,
016	Si ta perdona ustedes con el maga gente quien ta hace malo con ustedes, el di ustedes Padre Celestial ay perdona tamen con ustedes.
017	Pero si hende ustedes ta perdona con el maga culpa del maga otro gente, Dios tamen hende ay perdona el di ustedes maga culpa.
018	Si ta ayuna ustedes no man ichuray triste como el maga gente ta man pa bueno, cay ta man ichuray desesperao sila para todo quien ta mira canila ay habla que ta ayuna gayot sila.
018	Ta habla gayot yo claro, que ya recibi ya gayot sila el di ila recompensa.
019	Pero si ta ayuna ustedes, lava di ustedes cara y peina el pelo,
020	para otros hende ay sabe que ustedes ta ayuna, pero el di ustedes Padre Celestial, con quien nuay ningunos puede mira, ele lang amo el sabe si cosa ustedes ta hace.
020	Cay sabe le todo el maga secreto y ay dale recompensa con ustedes.
021	No ajunta mucho riqueza aqui na mundo donde el maga animal como anay ta come y el calawang ta destrosa, o basi ay entra tamen el ladron para roba.
022	Pero necesita hace ustedes maga cosas bueno, y ansina como si fuera ta guarda ustedes maga riqueza na cielo para con ustedes, donde no puede queda destrosao ese maga riqueza por medio del maga pulilla y por medio del calawang, y donde no puede entra el ladron para roba.
023	Hace ansina cay donde el di ustedes riqueza, alla tamen el di ustedes pensamiento.
024	El di ustedes maga ojos como el lampara que ta alumbra con el di ustedes pensamiento.
024	Entonces si el di ustedes ojos bien claro como un lampara ta alumbra gayot enbuenamente, el resulta de ese el di ustedes pensamiento bien claro tamen.
025	Pero si el di ustedes ojos hende claro, entonces el di ustedes entero pensamiento bien oscuro gayot.
026	Nuay ningunos puede trabaja con dos amo, cay ay odia le con el uno y ay ama con el otro, o ay obedece enbuenamente con el uno y hende le hace caso con el otro, poreso no puede ustedes adora con Dios y adora tamen con el riqueza de este mundo.
027	Poreso ta habla yo, no man lingasa acerca del di ustedes vida si cosa ustedes ay come y toma, y no man lingasa por causa del di ustedes cuerpo si cosa ay visti.
027	El di ustedes vida mas importante que con el comida, hende ba?
027	Y el di ustedes cuerpo mas importante que con el ropa.
028	Mira lang ustedes con el maga pajaro que ta bula y bula, hende gane esos ta sembra y hende man ta cosecha ni recoje masquin cosa para pone na bodega, pero esos hende man ta pasa hambre cay el di ustedes Padre Celestial ta dale siempre come con esos.
028	Mas precioso pa ustedes que con esos maga pajaro, hende ba?
029	Y masquin paquemodo ustedes ta man lingasa, hende man ay alarga el di ustedes vida masquin por un dia lang.
030	Entonces, porque man ustedes ta man lingasa pa por causa del maga ropa?
030	Pensa ya lang si paquilaya el maga flores ta crici;
030	hende man esos ta trabaja ni ta teje.
031	Ta habla gayot yo, que si Solomon, masquin bien rico le, nuay tene vestido mas bonito que con ese maga flores.
032	El maga zacate y flores que ta mira ustedes este dia ay queda lang layung, y ay quema lang con esos.
032	Y si ta dale Dios visti con esos, asegurao ustedes que mas interesao le dale vestida con ustedes.
032	Ay!
032	Que falta gayot el di ustedes fe.
033	Poreso no necesita man lingasa ni habla, Cosa man came ay come?
033	o Cosa man came ay toma?
033	o Cosa man came ay visti?
034	Cay el maga gente quien no conoce con Dios amo el quien ta man lingasa por causa de ese maga cosas, pero Dios Padre sabe gayot que ustedes ta necesita todo ese maga cosas.
035	Pero mas importante si ay prepara gayot ustedes por el venida del Dios para reina.
035	Y hace tamen ustedes el cosa justo na su vista, despues ele ay dale con ustedes ese maga necesidad de todo el dia.
036	Poreso no ustedes man lingasa acerca de cosa ay pasa maana, cay el problema de un dia husto ya para ese dia.
