verse	content
001	Usad naman sin adlaw may mga parasukot san buwis kag iba pa na mga mas makasasala pa gayod an nagharalapit kan Jesus para mamati sa iya.
002	Kaya nagangurub-ngurob an mga Pariseo kag mga paratukdo san Kasuguan na nagasarabi, Ini na tawo nakikiupod sa mga makasasala kag nakikaon pa ngani sa inda.
003	Kaya gin-istoryahan niya sinda sani
004	Nano an himuon san may usad ka gatos na karnero kun mawara an usad sani?
004	Dili ba pagabayaan niya an 99 sa kabukidan kag hanapon an nalalagalag hasta na makita ini?
005	Tapos kun makita, dili ba malilipay siya kag iya ini pagapas-anon pauli?
006	Pakatapos pag-abot niya sa balay iimbitaran an iya mga amigo kag mga katarakin, Magkalipay kita kay naagihan ko na an akon karnero na nawara!
007	Sugad man gayod sani kun may makasasala na nagabasol kag nagbaya sa iya pagkasala.
007	Mas lalo na an pagkalipay sa langit para sa iya ki sa 99 na mga matanos na dili na kinahanglan na magbasol.
008	Halimbawa amo man kun may babayi na may napulo na sinsilyo na plata, nawar-an sin usad sani, dili ba niya sisindihan an ilawan, sisilhigan an balay kag hahanapon sin maayo hasta na makita ini?
009	Pakatapos iimbitaran an iya mga amiga kag mga katarakin, Magkalipay kita kay naagihan ko an akon sinsilyo na plata na nawara.
010	Sugad man gayod sani kun may makasasala na nagabasol kag nagbaya sa iya pagkasala may kalipay sa atubangan san mga anghel san Dios.
011	Nagpadayon pa si Jesus pag-istorya, May tawo na may duha na anak na lalaki.
012	Sinabihan san manghod an ama, Papa, nano daw kun ikahatag mo na sa akon an irensya ko.
012	Kaya gintunga san ama an iya sadiri sa inda.
013	Pakalipas san pira ka adlaw binaligya san manghod an iya kabahinan kag nagpakadto sa harayo na lugar.
013	Didto ginwaldas niya sa paluko an iya kwarta.
014	San magastos na niya an tanan nagkaigwa sadto na lugar sin grabe na gutom kaya nakabatyag siya sin kalisod.
015	Dahilan sani nagpasweldo siya sa usad na tagadidto.
015	Tapos ginsugo siya sa uma agod mag-ataman sin kababuyan.
016	Gusto kuntani niya magpabusog bisan bahog na lang san mga baboy ugaling kay waran nagahatag sa iya.
017	San makahuna-huna siya nagsabi sa iya sadiri, Damu-damo na mga sweldado na trabahador san akon ama an nagasurobra an pagkaon pero ako didi tikamatayon na sa gutom!
018	Maayo pa lugod umuli sa akon ama kag sabihan siya, Papa, nagkasala ako sa Dios kag sa imo.
019	Dili na ako angay na magin anak mo kundi himua na la ako na usad san mga sweldado mo na trabahador.
020	Kaya humali siya sadto na lugar kag nag-uli sa iya ama.
021	Harayo pa nalantawan na siya san iya ama na nakabatyag sin dako na kaluoy.
021	Dumalagan siya agod sugaton an iya anak.
021	Sinakom niya kag ginhinarukan pa.
022	Pakatapos nagsurmaton an iya anak, Papa, nagkasala ako sa Dios kag sa imo.
022	Dili na ako angay na magin anak mo.
023	Pero ginsugo lugod san ama an mga suruguon, Dali!
023	Sul-uti siya sin pinakamatahom na bado, singsingi kag sapatosi.
024	Kuhaa an pinataba na tinday na baka kag pataya tapos magponsya kita kag magkalipay,
025	kay ginhuna na patay na ini na akon anak pero buhay gali.
025	Naglayas pero nakabalik.
025	Kaya nagkalipay sinda.
026	Myintras nagakalipay sinda adto sa uma an magurang na anak.
026	Pagdangadang niya sa inda balay nakabati siyan tugtugan kag sayawan.
027	Kaya may tinawag siya na suruguon kag ginhunga kun nano ini na kasadyaan.
028	Ginsabat siya, Nag-uli an imo manghod na maayo an lawas kaya nagpapatay an imo ama san pinataba na tinday na baka para magkasadya.
029	Naurit gayod an magurang mala ngani kay habo magsulod.
029	Kaya ginkadto siya san iya ama kag nakimaluoy sa iya.
030	Pero ginsabat niya an iya ama, Kitaa, sa tanan na tuig na ginsirbihan ta ikaw wara gayod ako makatanda na nagsuay ako sa imo pero wara mo ngani ako paghatagi bisan na lang tinday na kanding para magkalipay na kaupod an akon mga amigo.
031	Niyan, san ini na imo anak nagbalik pakatapos naiwaldas sa paluko an imo sadiri sa iya mga malaw-ay na babayi, ginpapatyan mo pa san pinataba na tinday na baka.
032	Didi nagpahayag sa iya an ama, Anak, adi ka pirme kaupud-upod ko kag an tanan ko na sadiri sa imo man.
033	Pero tama na magkalipay gayod kita kay nakauli na an imo kamanghod na naglayas kasadto.
033	Ginhuna naton na patay na siya pero kitaa, kay buhay gali!,
