verse	content
001	Nagpadayon si Jesus, Paghimat na dili niyo ginahimo an iyo mga maayo na himo agod dayawon lang kamo san mga tawo.
001	Kun himuon niyo ini, dili kamo babalusan san iyo Ama sa langit.
002	Kaya kun may gusto sa iyo maglimos, ayaw pagpadayaw sa sadiri paagi sa pagpatunog sa trumpita sana mismo na oras na pareho san mga pakitan-tawo lang na ginahimo sa sulod san mga sinagoga kag bisan sa mga kamino agod dayawon sinda san mga tawo.
002	Ginasiguro ko sa iyo na nabaton na ninda an balos.
003	Pero kun ikaw maglimos, sa sikreto lang.
003	Halimbawa, ayaw pag-ipaaram sa wala mo na kamot kun nano an ginahimo san imo tuo,
004	kay agod an imo Ama na amo an nakakita san tanan na ginahimo mo sa sikreto amo an mabalos sa imo.
005	Niyan kun kamo nagapangadyi ayaw pag-irog sa mga pakitan-tawo lang.
005	Naiila sinda mangadyi na nakatindog sa mga sinagoga kag sa mga kanto san mga kamino agod makita san mga tawo.
005	Ginasiguro ko sa iyo na nabaton na ninda an balos.
006	Pero kun ikaw magapangadyi, magsulod sa imo kwarto, sirahi an pwertahan kag mangadyi sa imo Ama na dili nakikita.
006	Tapos siya na maaram san ginhimo mo sa sikreto an mabalos sa imo.
007	Niyan sa iyo pangadyion ayaw pagparasurmaton sin mga waran pulos pareho san ginahimo san mga dili-Judio kay nagahuna sinda na paagi san inda halaba na mga pagpangadyi babation sinda.
008	Ayaw pag-irog sa inda kay aram na dati san iyo Ama kun nano an kinahanglan niyo antes kamo mangayo sa iya.
009	Pareho sani an iyo pagpangadyi,
010	Ama namon sa langit,
011	pagalangan an banal mo na ngaran,
012	Mag-abot lugod an pagahadi mo sa duta.
013	Matuman man an pagbuot mo didi sugad man sa langit.
014	Hatagi man kami yana san amon kinahanglan na pagkaon.
015	Patawada kami san amon mga sala pareho san pagpatawad namon san mga nagkasala sa amon.
016	Ayaw man kami pagtuguti na masugtan kundi ilikay kami sa karautan kay
017	ikaw an pinakalabaw na hadi na may poder kag glorya hasta na lang.
018	Kaya kun patawadon niyo an mga nagkasala sa iyo, pagapatawadon man kamo san iyo Ama sa langit.
019	Pero kun dili niyo sinda mapatawad, dili man kamo papatawadon san iyo Ama sa langit.
020	Kun mag-ayuno kamo, ayaw pagkuris-ong na pareho san mga pakitan-tawo lang.
020	Sinda nagakuris-ong agod makita san mga tawo na sinda nagaayuno.
020	Ginasiguro ko sa iyo na nabaton na ninda an balos.
021	Pero kun mag-ayuno kamo, sudlaya an iyo buhok kag maghiram-os,
022	agod dili mamangnuhan san mga tawo an iyo pag-ayuno kundi an iyo lang Ama na dili nakikita.
022	Tapos siya na maaram san tanan na ginahimo sa sikreto amo an mabalos sa iyo.
023	Dili kamo magtipon sin kayamanan didi sa mundo kun diin pagabukbukon, pagakalawangon kag may mga tawo na magapirit pagsulod agod mangawat.
024	Kundi magtipon lugod kamon kayamanan sa Dios sa langit na wara sin makasira bisan bukbok o kalawang kag dili makakawat.
025	Nasabi ko ini kay kun hain an imo kayamanan, adto man an kaila san imo tagipusuon.
026	Pareho san ilaw an mata para sa lawas.
026	Niyan kun maayo an imo mata, mapapawaan man an bilog na lawas.
027	Pero kun maraot an imo mata madulom man an bilog mo na lawas.
027	Kaya, kun an ilaw sa imo madulom, grabe gayod an kadulom sani!
028	Wara sin makapauripon sin sabay sa duha na amo kay pagakabadlian niya an usad kag pagapalabihon an ikaduha.
028	Kun dili sugad sani, magigin matinumanon siya sa usad kag igasikway an ikaduha.
028	Dili kamo pwede makapauripon sin sabay sa Dios kag sa kwarta.
029	Nagpadayon si Jesus, Kun sugad, tandaan an ginasabi ko: ayaw kahandal kun nano an iyo kakaunon kag iinumon agod mabuhay.
029	Amo man kun nano an ibabado sa iyo lawas.
029	Nasabi ko ini kay igwan mas mahalaga pa sa pagkabuhay ki sa pagkaon kag sa lawas ki sa bado.
030	Masdi an mga sapat.
030	Dili ini nagatanom, dili nagaani kag dili nagatipon sa kamalig kundi ginapakaon ini san iyo Langitnon na Ama.
030	Nano, dili mas mahalaga pa kamo kisa sa inda?
031	Kun sa bagay, sin-o man sa iyo an makadagdag sin usad ka oras sa iya pagkabuhay kun magahandal?
031	Wara gayod!
032	Usad pa, nano kay nahahandal kamo kun nano an iyo ibabado?
032	Masdi niyo kun pan-o nagaturubo an mga burak sa kabukidan.
032	Dili ini nagatrabaho kag dili nagatahi san mga bado.
033	Pero tandaan an sasabihon ko sa iyo na bisan si Solomon, na mayaman gayod, wara nakasul-ot sin pareho katahom san usad man sani na mga burak.
034	Niyan kun ginabaduan ngani san Dios an dinghot na ada yana buhay, kag pagkabuwas igadabok, dili ba kamo nagatuod na kamo mismo mababaduan niya?
034	Mga kulang gayod kamo sin pagtuod!
035	Kaya ayaw kamo kahandal na nagasabi, Nano daw an amon kakaunon?
035	Nano daw an amon iinumon?
035	Nano daw an amon ibabado?
036	Ini an mga bagay na ginahandalan san mga dili-Judio pero ayaw niyo pag-iruga sinda kay an tanan na kinahanglan niyo maaram gayod an iyo Langitnon na Ama.
037	Kaya an mas mahalaga amo ini na handuma anay lugod niyo an pagahadi san Dios kag san iya katanusan sa iyo pagkabuhay kay ina tanan na mga bagay igahatag man lang sa iyo.
038	Ayaw lang kahandal san para sa buwas kay an buwas igwan dapat na atubangon.
038	Tama na sa kada adlaw an sadiri niya na kahandalan.
